meta	53ce4390	CTF:Arena	flag	Behemoth	1	2	753	8	880	413	467	6805	746495	45870	1010
team	6	1	1	1	341304	341304	oui
team	8	2	2	2	555551	656554	oui
a01	exact	1/2	1/2	2
player	10	2533274840602701	2533274840602701	16	16	19	19	4	4	oui	oui	1
player	12	2535439497055986	2535439497055986	13	13	17	17	6	6	oui	oui	1
player	14	2535462641971683	2535462641971683	10	10	14	14	5	5	oui	oui	1
player	16	2533274803754807	2533274803754807	23	23	17	17	8	8	oui	oui	1
player	18	2533274860882060	2533274860882060	15	15	13	13	5	5	oui	oui	1
player	20	2533274823110022	2533274823110022	6	6	12	12	3	3	oui	oui	1
player	22	2535430195856593	2535430195856593	7	7	12	12	2	2	oui	oui	1
player	24	2533274830881544	2533274830881544	25	25	13	13	2	2	oui	oui	1
a03	8	8	8	8	8	8	8
a02	a	0	1	scores finaux distincts
a01b	ecart	0/0	1/2	0	0
volume	3	184	118	121	35	106	9787	9893
cost	1010	1026	22	0	84	880
